"id_artigo","titulo","abstract","n_paginas","tipo_artigo","lingua","n_edicao"
"1","Towards semantic trajectory outlier detection","Only a few works in trajectory data mining have focused on outlier detection, and to the best of our knowledge, no works so far have made a deeper analysis to either understand or to give a meaning to the outliers. In this paper we present an algorithm to add meaning to trajectory outliers considering three main possible reasons for a detour: stops outside the standard route, events, and traffic jams in the standard path. We show with experiments on real data that the method correctly finds the different types of outliers.","","Full papers","english","14"
"2","On building semantically enhanced location-based social networks","Currently, most social content sites enable users to enrich their tags with semantic metadata, such as geographic metadata in the case of Location- Based Social Networks (LBSN). However geographic metadata alone only unveils a very specific facet of a tag, leading to the need for general purpose semantic metadata. This paper introduces DYSCS  Do it Yourself Social Content Sites  a platform that combines Web 2.0 and Semantic Web technologies for assisting users in creating their own LBSN enriched with semantics. DYSCS improves information organization and retrieval and provides distinct functionalities such as multimodal interface. Because of its ontology driven architecture, DYSCS is highly reusable and interoperable.","","Full papers","english","14"
"3","Explora��o visual interativa de dados coletados pelo Sistema Integrado de Monitoramento Ambiental - SIMA","Researches on environmental phenomena behavior have been benefited from sensor technological advances. Periodic collecting produces long time series, with large data sets composed by a great number of variables. Interactive visual exploration and analysis techniques can be applied to support such data sets processing in order to facilitate the identification of erros and trends, as well as, the detection of patterns. In this context, this paper presents an approach using visual representations for data, associated with interaction techniques, to support the process of identification and understanding the data structures and possible failures in data collected and stored by Integrated System for Environmental Monitoring.","","Short papers","portuguese","14"
"4","A method to automatically identify road centerlines from georeferenced smartphone data","Digital road maps have gained fundamental role in populations daily life, so they need to be accurate and up-to-date. A viable solution is to generate maps by processing GPS data. However, one of the most challenging tasks regarding this approach is how to extract road centerlines from the cloud of georeferenced GPS points. The literature presents various methods that do it, but none have been found that is prepared for the continuous update of the map and refinement of its roads accuracy. In this context, the objective of this work is to propose a method to identify road centerlines using an evolutive algorithm in order to generate and update road maps. This work uses as source of data GPS traces collected by smartphones. Although suitable to obtain a large amount of georeferenced data, these devices bring the additional problem of identifying the transport vehicle used along each trace. Preliminary results indicate that the methods performance is satisfactory, with an average variation of 2.95 meters in relation to satellite images.","","Full papers","english","14"
"5","A framework for web and mobile volunteered geographic information applications","This paper proposes a framework to be used in the creation of various volunteered geographic information applications, incorporating both Web-based tools and mobile applications (apps). The framework includes the elements required to customize the information collection, while using a unified structure and interface across Web and mobile platforms. We demonstrate the use of the proposed framework in an application, named Strepitus, which gathers information on noise sources, so that users can report abusive sources of noise disturbance. The frameworks elements and the components of Strepitus are presented in tandem, so that the design decisions are made clear. We observe that the framework allows for a quick development of new VGI applications, and this is important for capturing data on phenomena of current interest for the users, thus helping to maximize the number of volunteered contributions.","","Full papers","english","14"
"6","Measuring allocation errors in land change models in Amazonia","Top-down land change models use computer simulation to allocate demands for change over the spatial region under study. This paper presents a metric to estimate the goodness of fit of land change models. It focuses only on changed areas, preventing inflated goodness of fit values due to large fractions of the landscape remaining unchanged. We use the proposed metric to evaluate land change models for Amazonia. Despite large quality differences between them, all models have problems to predict new frontiers and expansion areas. The best model considered in this paper only performs slightly better than a simple model that predicts a cells deforestation based on the deforestation in neighboring cells.","","","english","14"
"7","A parallel sweep line algorithm for visibility computation","This paper describes a new parallel raster terrain visibility (or viewshed) algorithm, based on the sweep-line model of [Van Kreveld 1996]. Computing the terrain visible from a given observer is required for many GIS applications, with applications ranging from radio tower siting to aesthetics. Processing the newly available higher resolution terrain data requires faster architectures and algorithms. Since the main improvements on modern processors come from multi-core architectures, parallel programming provides a promising means for developing faster algorithms. Our algorithm uses the economical and widely available shared memory model with OpenMP. Experimentally, our parallel speedup is almost linear. On 16 parallel processors, our algorithm is up to 12 times faster than the serial implementation.","","Full papers","english","14"
"8","Discovering trajectory outliers between regions of interest","Different algorithms have been proposed in the last few years for discovering different types of behaviors in trajectory data. Existing approaches, in general, deal only with the outliers, and do not consider the standards routes and regions of interest. In this paper we propose a new algorithm for trajectory outlier detection between regions of interest. We show with two experiments on real data that the method correctly finds outlier patterns.","","Full papers","english","14"
"9","Drainage paths derived from TIN-based digital elevation models","Triangular Irregular Networks efficiently define Digital Elevation Models that represent terrain surfaces and drainage paths can be calculated from these terrain models. This paper describes a method for calculating drainage paths from a triangulated irregular terrain model that was obtained from contour lines and points. Contour lines crossed by triangles edges and flat areas, which prevent path continuity, are removed by edge rotations and by inserting interpolated points into the triangulation, respectively. Drainage paths are connected by processing the triangles with an associated priority. Results achieved are consistent with an available drainage network and with real-world terrain information from a RapidEye image.","","","english","14"
"10","A geo-ontology to support the semantic integration of geoinformation from the National Spatial Data Infrastructure","The profusion of geoinformation and the diversity of providers increasingly demand availability of integrated geoinformation. The Brazilian National Spatial Data Infrastructure (INDE) and the Web 2.0 technologies provide the existence of such solutions. In this context, geoinformation needs to be discovered and processed, seamlessly and semantically interoperable through the services offered by INDE, independently of the existing technological arrangement. It is essential to have an information model that represents the involved concepts, their characteristics and their relationships. The development of a geo-ontology, in order to consolidate aspects of spatial metadata, spatial features and geographic names, is the challenge addressed by this work.","","Full papers","english","14"
"11","Developing a framework for modeling and simulating Aedes aegypti and dengue fever dynamics","Dengue fever is a challenging complex transmissible disease due to its unstable temporal and spatial dynamics. Modeling is a powerful tool to understand disease dynamics and to evaluate costs, benefits and effectiveness of control strategies. In order to assist decision-makers and researchers in the evaluation and proposition of new strategies, we present DengueME, a collaborative open source platform for dengue modeling. It provides an environment for easy implementation of compartmental and individual-based models over a geographic database, combining modules describing Aedes aegyptis life cycle, human demography, human mobility, urban landscape and dengue transmission.","","","english","14"
"12","Linked geospatial data: desafios e oportunidades de pesquisa","Linked Geospatial Data is a proposal for the dissemination of geographic information in an open format, based on standards adopted by the Web of Data. The semantic enrichment that comes from knowledge about relationships among spatial data is a potential source of solutions for traditional problems in geographic information retrieval, such as ambiguity resolution and the recognition of the geographic context of documents. This work discusses the applicability of linked data concepts to these problems and presents a set of challenges and opportunities for research on geographic information retrieval and related topics.","","Short papers","portuguese","14"
"13","Algoritmo paralelo usando GPU para o posicionamento de observadores em terrenos","This paper presents an efficient method for sitting a set of observers to maximize the coverage of a given terrain. It is based on an efficient implementation of a local search heuristic using dynamic programming and GPU parallel programming. The tests showed that the proposed method can be more than 200 times faster than the conventional implementation (with no use of dynamic programming and GPU parallel programmming).","","Short papers","portuguese","14"
"14","Addition of the directionality concept in spatial queries on SDMSs using the union of the cone-based and projection-based models","This paper describes a proposed model for defining directional relationships between geometries into Spatial Data Management Systems (SDMSs) uniting the characteristics of the Cone-Based Model and the Projection-Based Model. The proposal also includes the implementation of the created model built as SDMS's extension, unlike other existing implementations which are produced in the form of external SDMS tools.","","Short papers","english","14"
"15","Indexing vague regions in spatial data warehouses","A vague spatial data warehouse allows multidimensional queries with spatial predicates to support the analysis of business scores related to vague spatial data, addressing real world phenomena characterized by inexact locations or indeterminate boundaries. However, vague spatial data are usually represented and stored as multiple geometries and impair the query processing performance. In this paper, we introduce an index called VSB-index to improve the query processing performance in vague spatial data warehouses, focusing on range queries and vague regions. We also conduct an experimental evaluation demonstrating that our VSB-index provided remarkable performance gains up to 97% over existing solutions.","","Full papers","english","14"
"16","DM4VGI: a template with dynamic metadata for documenting and validating the quality of Volunteered Geographic Information","Volunteered Geographic Information (VGI) is a Web phenomenon known as user-generated content, which involves resources from Web 2.0 and geographic data. Geobrowsers are websites that collect and provide VGI. These systems, however, do not follow norms or standards for data collection or documentation, which makes it difficult to recover such data and limits the interoperability among VGI systems. In addition, the quality of the data collected by VGI systems has often been questioned. This paper proposes the DM4VGI, a template for creating dynamic metadata from volunteered geographic information provided by users through Geobrowsers or Virtual Globes. The DM4VGI is used to document and validate the quality of the VGI, as well as to facilitate data interoperability.","","Full papers","english","14"
"17","Towards efficient prospective detection of multiple spatio-temporal clusters","In this paper we propose a novel technique to efficiently detect multiple emergent clusters in a space-time point process. Emergent cluster detection in large datasets is a ubiquitous task in any application area where fast response is crucial, like epidemic surveillance, criminology or social networks behavior changing. Although different authors investigate aspects of efficient spatio-temporal cluster detection, they handle either multiple or prospective detection of spatio-temporal clusters. Our work concomitantly presents a solution for both aspects: prospective and multiple cluster efficient detection in space and time. Our results with synthetic data are very encouraging, since with a wide range of parameters, we are able to detect multiple clusters in about 90% of the scenarios with very low type I and II errors (less than 2%), without increasing delay time.","","Full papers","english","14"
